OTU	Size	full_tax	Phylum_order 	Phylum	Class	Order	Family	Genus
Otu8184	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8189	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8190	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8191	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8193	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8194	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8196	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8198	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8199	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8200	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8201	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8202	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8203	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8205	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8211	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8212	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8213	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8216	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8222	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8223	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8224	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8225	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8227	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8228	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8230	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8231	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8232	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8233	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8238	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8239	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8240	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8245	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8246	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8247	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8248	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8249	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8250	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8251	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8253	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8254	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8255	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8256	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8258	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8259	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8261	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8262	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8264	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8265	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8266	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8267	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8268	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8269	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8270	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8271	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8273	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8275	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8276	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8278	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8282	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8285	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8288	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8289	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8290	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8291	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8292	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8293	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8295	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8297	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8298	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8299	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8300	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8301	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8302	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8303	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8304	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8307	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8308	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8309	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8311	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8313	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8316	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8317	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8318	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8320	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8321	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8322	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8323	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8324	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8325	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8326	1	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu8362	1	Bacteria100;Firmicutes100;Bacilli100;Bacilli_unclassified100;Bacilli_unclassified100;Bacilli_unclassified100;	02_Firmicutes	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified
Otu8363	1	Bacteria100;Firmicutes100;Bacilli100;Bacilli_unclassified100;Bacilli_unclassified100;Bacilli_unclassified100;	02_Firmicutes	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified
Otu8364	1	Bacteria100;Firmicutes100;Bacilli100;Bacilli_unclassified100;Bacilli_unclassified100;Bacilli_unclassified100;	02_Firmicutes	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified
Otu0076	8977	Bacteria100;Fusobacteria100;Fusobacteriia100;Fusobacteriales100;Fusobacteriaceae100;Fusobacterium100;	06_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Otu0119	4558	Bacteria100;Fusobacteria100;Fusobacteriia100;Fusobacteriales100;Fusobacteriaceae100;Fusobacteriaceae_unclassified100;	06_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacteriaceae_unclassified
Otu0463	174	Bacteria100;Fusobacteria100;Fusobacteriia100;Fusobacteriales100;Fusobacteriaceae100;Fusobacterium75;	06_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Otu0570	100	Bacteria100;Fusobacteria100;Fusobacteriia100;Fusobacteriales100;Fusobacteriaceae100;Fusobacterium100;	06_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Otu0766	49	Bacteria100;Fusobacteria100;Fusobacteriia100;Fusobacteriales100;Leptotrichiaceae100;Sneathia98;	06_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia
Otu0905	32	Bacteria100;Fusobacteria100;Fusobacteriia100;Fusobacteriales100;Fusobacteriaceae100;Fusobacteriaceae_unclassified91;	06_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacteriaceae_unclassified
Otu0976	27	Bacteria100;Fusobacteria100;Fusobacteriia100;Fusobacteriales100;Fusobacteriaceae100;Fusobacteriaceae_unclassified100;	06_Fusobacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacteriaceae_unclassified
